INFO  2016-03-20 14:55:23,058  5364ms SqlServerStorage       ateAndExecuteVoid2 - Start installing Hangfire SQL objects...
   at System.Data.SqlClient.SqlConnection.TryOpenInner(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.TryOpen(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.Open()
   at Hangfire.SqlServer.SqlServerStorage.CreateAndOpenConnection()
   at Hangfire.SqlServer.SqlServerJobQueue.Dequeue(String[] queues, CancellationToken cancellationToken)
   at Hangfire.SqlServer.SqlServerConnection.FetchNextJob(String[] queues, CancellationToken cancellationToken)
   at Hangfire.Server.Worker.Execute(BackgroundProcessContext context)
   at Hangfire.Server.AutomaticRetryProcess.Execute(BackgroundProcessContext context)
ClientConnectionId:1dd8f140-b6b9-4340-9afe-6be0fac7184c
Error Number:10054,State:0,Class:20
WARN  2016-03-21 16:43:24,959 56125ms Worker                 ateAndExecuteVoid3 - Error occurred during execution of 'Worker #cd9dd556' process. Execution will be retried (attempt 3 of 2147483647) in 00:00:04 seconds.
System.Data.SqlClient.SqlException (0x80131904): The client was unable to establish a connection because of an error during connection initialization process before login. Possible causes include the following:  the client tried to connect to an unsupported version of SQL Server; the server was too busy to accept new connections; or there was a resource limitation (insufficient memory or maximum allowed connections) on the server. (provider: TCP Provider, error: 0 - An existing connection was forcibly closed by the remote host.) ---> System.ComponentModel.Win32Exception (0x80004005): An existing connection was forcibly closed by the remote host
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, UInt32 waitForMultipleObjectsTimeout, Boolean allowCreate, Boolean onlyOneCheckConnection, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)
   at System.Data.SqlClient.SqlConnection.TryOpenInner(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.TryOpen(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.Open()
   at Hangfire.SqlServer.SqlServerStorage.CreateAndOpenConnection()
   at Hangfire.SqlServer.SqlServerJobQueue.Dequeue(String[] queues, CancellationToken cancellationToken)
   at Hangfire.SqlServer.SqlServerConnection.FetchNextJob(String[] queues, CancellationToken cancellationToken)
   at Hangfire.Server.Worker.Execute(BackgroundProcessContext context)
   at Hangfire.Server.AutomaticRetryProcess.Execute(BackgroundProcessContext context)
ClientConnectionId:1dd8f140-b6b9-4340-9afe-6be0fac7184c
Error Number:10054,State:0,Class:20
INFO  2016-03-21 16:43:24,960 56126ms Worker                 LogException       - Error occurred during execution of 'Worker #14e24926' process. Execution will be retried (attempt 2 of 2147483647) in 00:00:04 seconds.
System.Data.SqlClient.SqlException (0x80131904): The client was unable to establish a connection because of an error during connection initialization process before login. Possible causes include the following:  the client tried to connect to an unsupported version of SQL Server; the server was too busy to accept new connections; or there was a resource limitation (insufficient memory or maximum allowed connections) on the server. (provider: TCP Provider, error: 0 - An existing connection was forcibly closed by the remote host.) ---> System.ComponentModel.Win32Exception (0x80004005): An existing connection was forcibly closed by the remote host
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, UInt32 waitForMultipleObjectsTimeout, Boolean allowCreate, Boolean onlyOneCheckConnection, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)
   at System.Data.SqlClient.SqlConnection.TryOpenInner(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.TryOpen(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.Open()
   at Hangfire.SqlServer.SqlServerStorage.CreateAndOpenConnection()
   at Hangfire.SqlServer.SqlServerJobQueue.Dequeue(String[] queues, CancellationToken cancellationToken)
   at Hangfire.SqlServer.SqlServerConnection.FetchNextJob(String[] queues, CancellationToken cancellationToken)
   at Hangfire.Server.Worker.Execute(BackgroundProcessContext context)
   at Hangfire.Server.AutomaticRetryProcess.Execute(BackgroundProcessContext context)
ClientConnectionId:1dd8f140-b6b9-4340-9afe-6be0fac7184c
Error Number:10054,State:0,Class:20
WARN  2016-03-21 16:43:24,961 56127ms Worker                 LogException       - Error occurred during execution of 'Worker #cd05a1dc' process. Execution will be retried (attempt 3 of 2147483647) in 00:00:06 seconds.
System.Data.SqlClient.SqlException (0x80131904): The client was unable to establish a connection because of an error during connection initialization process before login. Possible causes include the following:  the client tried to connect to an unsupported version of SQL Server; the server was too busy to accept new connections; or there was a resource limitation (insufficient memory or maximum allowed connections) on the server. (provider: TCP Provider, error: 0 - An existing connection was forcibly closed by the remote host.) ---> System.ComponentModel.Win32Exception (0x80004005): An existing connection was forcibly closed by the remote host
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, UInt32 waitForMultipleObjectsTimeout, Boolean allowCreate, Boolean onlyOneCheckConnection, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)
   at System.Data.SqlClient.SqlConnection.TryOpenInner(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.TryOpen(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.Open()
   at Hangfire.SqlServer.SqlServerStorage.CreateAndOpenConnection()
   at Hangfire.SqlServer.SqlServerJobQueue.Dequeue(String[] queues, CancellationToken cancellationToken)
   at Hangfire.SqlServer.SqlServerConnection.FetchNextJob(String[] queues, CancellationToken cancellationToken)
   at Hangfire.Server.Worker.Execute(BackgroundProcessContext context)
   at Hangfire.Server.AutomaticRetryProcess.Execute(BackgroundProcessContext context)
ClientConnectionId:1dd8f140-b6b9-4340-9afe-6be0fac7184c
Error Number:10054,State:0,Class:20
INFO  2016-03-21 16:43:24,962 56128ms Worker                 LogException       - Error occurred during execution of 'Worker #ef1c6f96' process. Execution will be retried (attempt 2 of 2147483647) in 00:00:01 seconds.
System.Data.SqlClient.SqlException (0x80131904): The client was unable to establish a connection because of an error during connection initialization process before login. Possible causes include the following:  the client tried to connect to an unsupported version of SQL Server; the server was too busy to accept new connections; or there was a resource limitation (insufficient memory or maximum allowed connections) on the server. (provider: TCP Provider, error: 0 - An existing connection was forcibly closed by the remote host.) ---> System.ComponentModel.Win32Exception (0x80004005): An existing connection was forcibly closed by the remote host
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, UInt32 waitForMultipleObjectsTimeout, Boolean allowCreate, Boolean onlyOneCheckConnection, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)
   at System.Data.SqlClient.SqlConnection.TryOpenInner(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.TryOpen(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.Open()
   at Hangfire.SqlServer.SqlServerStorage.CreateAndOpenConnection()
   at Hangfire.SqlServer.SqlServerJobQueue.Dequeue(String[] queues, CancellationToken cancellationToken)
   at Hangfire.SqlServer.SqlServerConnection.FetchNextJob(String[] queues, CancellationToken cancellationToken)
   at Hangfire.Server.Worker.Execute(BackgroundProcessContext context)
   at Hangfire.Server.AutomaticRetryProcess.Execute(BackgroundProcessContext context)
ClientConnectionId:1dd8f140-b6b9-4340-9afe-6be0fac7184c
Error Number:10054,State:0,Class:20
INFO  2016-03-22 10:49:53,839  3723ms SqlServerStorage       ateAndExecuteVoid2 - Start installing Hangfire SQL objects...
INFO  2016-03-22 10:49:54,985  4870ms SqlServerStorage       Log                - Hangfire SQL objects installed.
INFO  2016-03-22 10:49:55,239  5124ms BackgroundJobServer    Log                - Starting Hangfire Server
INFO  2016-03-22 10:49:55,253  5138ms BackgroundJobServer    Log                - Using job storage: 'SQL Server: tcp:oo0nio5ygm.database.windows.net,1433@TimeSheet'.
INFO  2016-03-22 10:49:55,255  5140ms BackgroundJobServer    Log                - Using the following options for SQL Server job storage:
INFO  2016-03-22 10:49:55,256  5141ms BackgroundJobServer    Log                -     Queue poll interval: 00:00:15.
INFO  2016-03-22 10:49:55,257  5141ms BackgroundJobServer    Log                - Using the following options for Hangfire Server:
INFO  2016-03-22 10:49:55,257  5142ms BackgroundJobServer    Log                -     Worker count: 20.
INFO  2016-03-22 10:49:55,258  5143ms BackgroundJobServer    Log                -     Listening queues: 'default'.
INFO  2016-03-22 10:49:55,259  5144ms BackgroundJobServer    Log                -     Shutdown timeout: 00:00:15.
INFO  2016-03-22 10:49:55,261  5146ms BackgroundJobServer    Log                -     Schedule polling interval: 00:00:15.
DEBUG 2016-03-22 10:49:55,772  5657ms groundProcessingServer ateAndExecuteVoid2 - Background process 'BackgroundProcessingServer' started.
DEBUG 2016-03-22 10:49:56,561  6445ms ServerHeartbeat        Log                - Background process 'ServerHeartbeat' started.
DEBUG 2016-03-22 10:49:56,564  6448ms ServerWatchdog         Log                - Background process 'ServerWatchdog' started.
DEBUG 2016-03-22 10:49:56,567  6451ms ExpirationManager      Log                - Background process 'Hangfire.SqlServer.ExpirationManager' started.
DEBUG 2016-03-22 10:49:56,571  6456ms CountersAggregator     Log                - Background process 'Hangfire.SqlServer.CountersAggregator' started.
DEBUG 2016-03-22 10:49:56,576  6460ms ExpirationManager      Log                - Removing outdated records from table 'AggregatedCounter'...
DEBUG 2016-03-22 10:49:56,577  6461ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 10:49:56,577  6461ms Worker                 Log                - Background process 'Worker #e64a483c' started.
DEBUG 2016-03-22 10:49:56,583  6467ms Worker                 Log                - Background process 'Worker #1486a562' started.
DEBUG 2016-03-22 10:49:56,590  6474ms Worker                 Log                - Background process 'Worker #cbfd5409' started.
DEBUG 2016-03-22 10:49:56,594  6478ms Worker                 Log                - Background process 'Worker #87b6e822' started.
DEBUG 2016-03-22 10:49:56,600  6484ms Worker                 Log                - Background process 'Worker #9a78792a' started.
DEBUG 2016-03-22 10:49:56,618  6502ms Worker                 Log                - Background process 'Worker #cbb4d576' started.
DEBUG 2016-03-22 10:49:56,624  6508ms Worker                 Log                - Background process 'Worker #ca201610' started.
DEBUG 2016-03-22 10:49:56,624  6508ms Worker                 Log                - Background process 'Worker #00b766f4' started.
DEBUG 2016-03-22 10:49:56,628  6512ms Worker                 Log                - Background process 'Worker #b67d335e' started.
DEBUG 2016-03-22 10:49:56,633  6517ms Worker                 Log                - Background process 'Worker #a7223174' started.
DEBUG 2016-03-22 10:49:56,656  6540ms Worker                 Log                - Background process 'Worker #a4c9fb81' started.
DEBUG 2016-03-22 10:49:56,664  6549ms Worker                 Log                - Background process 'Worker #66ad5ec4' started.
DEBUG 2016-03-22 10:49:56,667  6551ms Worker                 Log                - Background process 'Worker #d0ca6dfd' started.
DEBUG 2016-03-22 10:49:56,671  6555ms Worker                 Log                - Background process 'Worker #47f7ba14' started.
DEBUG 2016-03-22 10:49:56,677  6561ms Worker                 Log                - Background process 'Worker #e5841a87' started.
DEBUG 2016-03-22 10:49:56,686  6570ms Worker                 Log                - Background process 'Worker #68fc5d79' started.
DEBUG 2016-03-22 10:49:56,692  6576ms Worker                 Log                - Background process 'Worker #6a255df6' started.
DEBUG 2016-03-22 10:49:56,700  6584ms Worker                 Log                - Background process 'Worker #06b24a15' started.
DEBUG 2016-03-22 10:49:56,703  6588ms Worker                 Log                - Background process 'Worker #54f28c90' started.
DEBUG 2016-03-22 10:49:56,707  6591ms Worker                 Log                - Background process 'Worker #1787e56d' started.
DEBUG 2016-03-22 10:49:56,735  6619ms DelayedJobScheduler    Log                - Background process 'DelayedJobScheduler' started.
DEBUG 2016-03-22 10:49:56,738  6622ms RecurringJobScheduler  Log                - Background process 'RecurringJobScheduler' started.
DEBUG 2016-03-22 10:49:57,071  6956ms ExpirationManager      Log                - Removing outdated records from table 'Job'...
INFO  2016-03-22 10:49:57,578  7463ms ServerWatchdog         Log                - 2 servers were removed due to timeout
DEBUG 2016-03-22 10:49:58,055  7939ms ExpirationManager      Log                - Removing outdated records from table 'List'...
DEBUG 2016-03-22 10:49:58,289  8173ms ExpirationManager      Log                - Removing outdated records from table 'Set'...
DEBUG 2016-03-22 10:49:59,190  9074ms ExpirationManager      Log                - Removing outdated records from table 'Hash'...
DEBUG 2016-03-22 10:54:57,151 307035ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 10:59:57,261 607145ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:04:57,342 907226ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:09:57,408 1207292ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:14:57,475 1507359ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:19:57,554 1807438ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:24:57,635 2107519ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:29:57,716 2407600ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:34:57,900 2707784ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:39:58,054 3007938ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:44:58,141 3308025ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:49:58,205 3608089ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:49:59,478 3609363ms ExpirationManager      Log                - Removing outdated records from table 'AggregatedCounter'...
DEBUG 2016-03-22 11:49:59,675 3609559ms ExpirationManager      Log                - Removing outdated records from table 'Job'...
DEBUG 2016-03-22 11:49:59,878 3609762ms ExpirationManager      Log                - Removing outdated records from table 'List'...
DEBUG 2016-03-22 11:50:00,071 3609955ms ExpirationManager      Log                - Removing outdated records from table 'Set'...
DEBUG 2016-03-22 11:50:00,261 3610146ms ExpirationManager      Log                - Removing outdated records from table 'Hash'...
DEBUG 2016-03-22 11:53:48,061 3837945ms Worker                 ateAndExecuteVoid3 - Error occurred during execution of 'Worker #1787e56d' process. Execution will be retried (attempt 1 of 2147483647) in 00:00:00 seconds.
System.Data.SqlClient.SqlException (0x80131904): A transport-level error has occurred when receiving results from the server. (provider: TCP Provider, error: 0 - The specified network name is no longer available.) ---> System.ComponentModel.Win32Exception (0x80004005): The specified network name is no longer available
   at System.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at System.Data.SqlClient.TdsParserStateObject.ReadSniError(TdsParserStateObject stateObj, UInt32 error)
   at System.Data.SqlClient.TdsParserStateObject.ReadSniSyncOverAsync()
   at System.Data.SqlClient.TdsParserStateObject.TryReadNetworkPacket()
   at System.Data.SqlClient.TdsParserStateObject.TryPrepareBuffer()
   at System.Data.SqlClient.TdsParserStateObject.TryReadByte(Byte& value)
   at System.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady)
   at System.Data.SqlClient.TdsParser.Run(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj)
   at System.Data.SqlClient.TdsParser.TdsExecuteTransactionManagerRequest(Byte[] buffer, TransactionManagerRequestType request, String transactionName, TransactionManagerIsolationLevel isoLevel, Int32 timeout, SqlInternalTransaction transaction, TdsParserStateObject stateObj, Boolean isDelegateControlRequest)
   at System.Data.SqlClient.SqlInternalConnectionTds.ExecuteTransactionYukon(TransactionRequest transactionRequest, String transactionName, IsolationLevel iso, SqlInternalTransaction internalTransaction, Boolean isDelegateControlRequest)
   at System.Data.SqlClient.SqlInternalConnection.BeginSqlTransaction(IsolationLevel iso, String transactionName, Boolean shouldReconnect)
   at System.Data.SqlClient.SqlConnection.BeginTransaction(IsolationLevel iso, String transactionName)
   at Hangfire.SqlServer.SqlServerJobQueue.Dequeue(String[] queues, CancellationToken cancellationToken)
   at Hangfire.SqlServer.SqlServerConnection.FetchNextJob(String[] queues, CancellationToken cancellationToken)
   at Hangfire.Server.Worker.Execute(BackgroundProcessContext context)
   at Hangfire.Server.AutomaticRetryProcess.Execute(BackgroundProcessContext context)
ClientConnectionId:36067cee-5701-40c6-b833-120d7163bebb
Error Number:64,State:0,Class:20
DEBUG 2016-03-22 11:54:58,267 3908151ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 11:59:58,354 4208239ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:04:58,452 4508336ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:09:58,520 4808405ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:14:58,599 5108483ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:19:58,665 5408549ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:24:58,749 5708634ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:27:31,601 5861485ms Worker                 LogException       - Error occurred during execution of 'Worker #87b6e822' process. Execution will be retried (attempt 1 of 2147483647) in 00:00:00 seconds.
System.Data.SqlClient.SqlException (0x80131904): A transport-level error has occurred when receiving results from the server. (provider: TCP Provider, error: 0 - The specified network name is no longer available.) ---> System.ComponentModel.Win32Exception (0x80004005): The specified network name is no longer available
   at System.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at System.Data.SqlClient.TdsParserStateObject.ReadSniError(TdsParserStateObject stateObj, UInt32 error)
   at System.Data.SqlClient.TdsParserStateObject.ReadSniSyncOverAsync()
   at System.Data.SqlClient.TdsParserStateObject.TryReadNetworkPacket()
   at System.Data.SqlClient.TdsParserStateObject.TryPrepareBuffer()
   at System.Data.SqlClient.TdsParserStateObject.TryReadByte(Byte& value)
   at System.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady)
   at System.Data.SqlClient.TdsParser.Run(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj)
   at System.Data.SqlClient.TdsParser.TdsExecuteTransactionManagerRequest(Byte[] buffer, TransactionManagerRequestType request, String transactionName, TransactionManagerIsolationLevel isoLevel, Int32 timeout, SqlInternalTransaction transaction, TdsParserStateObject stateObj, Boolean isDelegateControlRequest)
   at System.Data.SqlClient.SqlInternalConnectionTds.ExecuteTransactionYukon(TransactionRequest transactionRequest, String transactionName, IsolationLevel iso, SqlInternalTransaction internalTransaction, Boolean isDelegateControlRequest)
   at System.Data.SqlClient.SqlInternalConnection.BeginSqlTransaction(IsolationLevel iso, String transactionName, Boolean shouldReconnect)
   at System.Data.SqlClient.SqlConnection.BeginTransaction(IsolationLevel iso, String transactionName)
   at Hangfire.SqlServer.SqlServerJobQueue.Dequeue(String[] queues, CancellationToken cancellationToken)
   at Hangfire.SqlServer.SqlServerConnection.FetchNextJob(String[] queues, CancellationToken cancellationToken)
   at Hangfire.Server.Worker.Execute(BackgroundProcessContext context)
   at Hangfire.Server.AutomaticRetryProcess.Execute(BackgroundProcessContext context)
ClientConnectionId:6dc85083-f5a0-4457-86ca-6833f02dd2aa
Error Number:64,State:0,Class:20
DEBUG 2016-03-22 12:29:58,864 6008749ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:34:58,946 6308830ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:39:59,261 6609145ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:44:59,344 6909228ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:49:59,428 7209313ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:50:00,454 7210338ms ExpirationManager      Log                - Removing outdated records from table 'AggregatedCounter'...
DEBUG 2016-03-22 12:50:00,845 7210729ms ExpirationManager      Log                - Removing outdated records from table 'Job'...
DEBUG 2016-03-22 12:50:01,321 7211205ms ExpirationManager      Log                - Removing outdated records from table 'List'...
DEBUG 2016-03-22 12:50:01,544 7211428ms ExpirationManager      Log                - Removing outdated records from table 'Set'...
DEBUG 2016-03-22 12:50:01,762 7211646ms ExpirationManager      Log                - Removing outdated records from table 'Hash'...
DEBUG 2016-03-22 12:54:59,508 7509392ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 12:59:59,592 7809476ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 13:04:59,673 8109557ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 13:09:59,753 8409638ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 13:14:59,874 8709758ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 13:16:37,035 8806919ms Worker                 LogException       - Error occurred during execution of 'Worker #cbfd5409' process. Execution will be retried (attempt 1 of 2147483647) in 00:00:01 seconds.
System.Data.SqlClient.SqlException (0x80131904): A transport-level error has occurred when receiving results from the server. (provider: TCP Provider, error: 0 - The specified network name is no longer available.) ---> System.ComponentModel.Win32Exception (0x80004005): The specified network name is no longer available
   at System.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at System.Data.SqlClient.TdsParserStateObject.ReadSniError(TdsParserStateObject stateObj, UInt32 error)
   at System.Data.SqlClient.TdsParserStateObject.ReadSniSyncOverAsync()
   at System.Data.SqlClient.TdsParserStateObject.TryReadNetworkPacket()
   at System.Data.SqlClient.TdsParserStateObject.TryPrepareBuffer()
   at System.Data.SqlClient.TdsParserStateObject.TryReadByte(Byte& value)
   at System.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady)
   at System.Data.SqlClient.TdsParser.Run(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj)
   at System.Data.SqlClient.TdsParser.TdsExecuteTransactionManagerRequest(Byte[] buffer, TransactionManagerRequestType request, String transactionName, TransactionManagerIsolationLevel isoLevel, Int32 timeout, SqlInternalTransaction transaction, TdsParserStateObject stateObj, Boolean isDelegateControlRequest)
   at System.Data.SqlClient.SqlInternalConnectionTds.ExecuteTransactionYukon(TransactionRequest transactionRequest, String transactionName, IsolationLevel iso, SqlInternalTransaction internalTransaction, Boolean isDelegateControlRequest)
   at System.Data.SqlClient.SqlInternalConnection.BeginSqlTransaction(IsolationLevel iso, String transactionName, Boolean shouldReconnect)
   at System.Data.SqlClient.SqlConnection.BeginTransaction(IsolationLevel iso, String transactionName)
   at Hangfire.SqlServer.SqlServerJobQueue.Dequeue(String[] queues, CancellationToken cancellationToken)
   at Hangfire.SqlServer.SqlServerConnection.FetchNextJob(String[] queues, CancellationToken cancellationToken)
   at Hangfire.Server.Worker.Execute(BackgroundProcessContext context)
   at Hangfire.Server.AutomaticRetryProcess.Execute(BackgroundProcessContext context)
ClientConnectionId:efd8f355-86cb-481b-a155-e74aa367c4c3
Error Number:64,State:0,Class:20
DEBUG 2016-03-22 13:19:59,957 9009842ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 13:25:00,041 9309925ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-22 13:29:38,380 9588264ms Worker                 LogException       - Error occurred during execution of 'Worker #54f28c90' process. Execution will be retried (attempt 1 of 2147483647) in 00:00:01 seconds.
System.Data.SqlClient.SqlException (0x80131904): Database 'TimeSheet' on server 'oo0nio5ygm' is not currently available.  Please retry the connection later.  If the problem persists, contact customer support, and provide them the session tracing ID of 'F195A6C5-A001-453D-BC61-DF71EA6ACB6E'.
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, UInt32 waitForMultipleObjectsTimeout, Boolean allowCreate, Boolean onlyOneCheckConnection, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)
   at System.Data.SqlClient.SqlConnection.TryOpenInner(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.TryOpen(TaskCompletionSource`1 retry)
